soil_type,state,district,season,temperature,rainfall,humidity,water_availability,farm_size,previous_crop,target_crop,suitable
Red,Madhya Pradesh,Manchar,Kharif,32.2,1421.5,80.1,Low,10.3,soybean,rose,1
Alluvial,Andhra Pradesh,Coimbatore,Zaid,32.7,111.4,48.0,Medium,6.8,maize,potato,0
Alluvial,Andhra Pradesh,Karnal,Zaid,36.3,24.9,38.9,Low,1.8,banana,tomato,0
Alluvial,Gujarat,Rajkot,Rabi,13.4,1.0,66.7,Medium,5.3,soybean,wheat,1
Black,Gujarat,Coimbatore,Zaid,34.5,5.7,42.2,Medium,9.6,sugarcane,tomato,1
Loamy,Haryana,Jaipur,Kharif,26.2,944.6,85.7,High,7.6,rose,wheat,0
Red,Haryana,Manchar,Kharif,30.0,1109.3,81.2,Low,6.3,sugarcane,maize,1
Alluvial,Haryana,Rajkot,Zaid,36.7,49.4,49.7,High,9.7,cotton,tomato,1
Black,Uttar Pradesh,Lucknow,Zaid,38.4,117.3,52.1,Medium,8.7,mustard,tomato,0
Alluvial,Uttar Pradesh,Rampur,Rabi,15.2,282.0,51.9,Medium,11.8,potato,tomato,1
Clayey,Rajasthan,Kolar,Zaid,41.6,33.2,54.8,High,4.9,potato,rose,1
Black,Haryana,Coimbatore,Zaid,40.6,81.9,42.9,High,4.2,rice,mustard,0
Black,Rajasthan,Nilokheri,Zaid,39.1,49.0,50.0,Low,4.0,rice,rice,0
Loamy,Punjab,Kolar,Zaid,36.6,113.3,45.4,Medium,10.2,tomato,wheat,0
Red,Andhra Pradesh,Coimbatore,Kharif,29.2,1060.0,77.3,High,5.8,mustard,mustard,0
Alluvial,Punjab,Kolar,Zaid,35.7,44.1,45.2,Low,10.5,maize,mustard,0
Clayey,Tamil Nadu,Nilokheri,Zaid,35.3,65.9,36.6,High,9.0,none,cotton,0
Black,Gujarat,Jaipur,Kharif,30.2,1324.6,82.1,High,13.2,sugarcane,rice,1
Sandy,Madhya Pradesh,Ludhiana,Kharif,30.9,1032.7,74.7,Low,4.0,sugarcane,rice,0
Alluvial,Madhya Pradesh,Coimbatore,Kharif,35.1,1262.6,89.9,High,11.4,cotton,wheat,0
Alluvial,Tamil Nadu,Kolar,Zaid,36.5,16.1,48.7,Medium,7.7,maize,maize,0
Red,Madhya Pradesh,Rampur,Kharif,27.4,1085.1,81.4,Low,15.8,rose,cotton,0
Sandy,Andhra Pradesh,Ludhiana,Zaid,37.8,69.3,47.8,Medium,14.7,cotton,cotton,0
Sandy,Madhya Pradesh,Pune,Zaid,35.9,81.7,48.3,Medium,6.4,soybean,potato,0
Sandy,Karnataka,Karnal,Kharif,30.1,713.1,70.2,Low,9.4,rice,banana,0
Alluvial,Gujarat,Lucknow,Zaid,39.1,51.2,48.5,High,2.2,wheat,mustard,0
Red,Gujarat,Rampur,Zaid,37.6,105.7,39.3,Medium,9.6,wheat,mustard,0
Loamy,Gujarat,Pune,Kharif,31.4,1195.9,80.2,Low,7.5,tomato,tomato,0
Black,Tamil Nadu,Lucknow,Rabi,16.1,11.5,50.4,Medium,7.3,soybean,maize,1
Sandy,Madhya Pradesh,Coimbatore,Zaid,39.0,89.1,52.3,Medium,5.1,none,maize,0
Black,Rajasthan,Karnal,Kharif,33.0,1493.7,79.4,High,4.1,mustard,wheat,0
Sandy,Karnataka,Pune,Zaid,34.5,20.7,36.5,Medium,4.3,sugarcane,mustard,0
Sandy,Karnataka,Rampur,Rabi,18.3,0.0,52.9,High,12.3,soybean,rice,0
Sandy,Uttar Pradesh,Karnal,Rabi,12.9,253.1,65.9,Medium,16.5,cotton,soybean,0
Sandy,Gujarat,Coimbatore,Kharif,33.0,924.5,77.5,High,14.0,mustard,soybean,1
Alluvial,Uttar Pradesh,Coimbatore,Kharif,25.6,1067.2,81.0,High,6.6,mustard,rice,1
Red,Maharashtra,Coimbatore,Zaid,36.7,98.3,46.9,Low,8.6,tomato,potato,0
Loamy,Uttar Pradesh,Coimbatore,Rabi,19.3,184.1,60.9,Medium,8.0,cotton,mustard,1
Black,Tamil Nadu,Rampur,Rabi,15.9,216.4,52.2,High,7.5,sugarcane,sugarcane,0
Sandy,Punjab,Rajkot,Rabi,18.1,200.2,69.2,Low,8.8,maize,rose,0
Sandy,Karnataka,Manchar,Rabi,18.4,257.4,53.9,Low,12.0,mustard,mustard,0
Black,Punjab,Karnal,Kharif,30.6,923.7,81.1,Low,15.9,mustard,rose,1
Black,Rajasthan,Pune,Kharif,28.1,1315.0,71.7,Low,7.5,mustard,banana,0
Sandy,Maharashtra,Karnal,Zaid,35.4,154.9,39.5,Low,9.4,sugarcane,wheat,0
Red,Gujarat,Rampur,Rabi,19.6,277.0,61.6,Low,13.6,tomato,banana,0
Loamy,Rajasthan,Ludhiana,Zaid,35.5,114.7,30.4,High,10.0,maize,tomato,1
Red,Andhra Pradesh,Karnal,Rabi,18.3,212.9,64.7,Low,8.1,potato,tomato,0
Alluvial,Gujarat,Coimbatore,Zaid,35.7,127.6,39.1,Medium,2.4,tomato,wheat,0
Red,Uttar Pradesh,Rampur,Rabi,25.1,72.2,68.8,High,7.1,none,sugarcane,0
Alluvial,Punjab,Coimbatore,Kharif,29.5,852.7,82.0,Medium,8.1,banana,potato,0
Red,Karnataka,Karnal,Rabi,17.6,162.3,52.6,High,11.7,banana,potato,1
Red,Tamil Nadu,Coimbatore,Zaid,32.6,111.9,49.8,Medium,7.1,maize,cotton,0
Loamy,Rajasthan,Kolar,Rabi,18.2,179.5,71.6,High,5.6,sugarcane,potato,1
Alluvial,Punjab,Karnal,Rabi,16.5,379.2,71.7,Low,2.4,none,rice,0
Clayey,Gujarat,Lucknow,Rabi,21.0,405.4,68.2,Medium,9.5,banana,rose,1
Loamy,Karnataka,Manchar,Kharif,29.9,1274.7,85.7,High,17.0,potato,rose,1
Clayey,Gujarat,Rampur,Kharif,32.9,806.5,80.8,High,5.7,mustard,maize,1
Red,Andhra Pradesh,Jaipur,Zaid,33.1,117.0,42.8,High,8.0,rose,rose,0
Alluvial,Haryana,Jaipur,Kharif,33.1,999.2,81.7,Medium,8.4,soybean,rice,1
Loamy,Andhra Pradesh,Lucknow,Zaid,36.9,86.0,46.4,Low,4.9,potato,sugarcane,0
Alluvial,Gujarat,Ludhiana,Rabi,16.7,372.8,82.6,Low,2.1,maize,soybean,0
Loamy,Uttar Pradesh,Pune,Zaid,31.3,115.7,45.8,Low,5.9,rose,wheat,0
Sandy,Maharashtra,Rampur,Kharif,33.1,1059.2,80.3,Low,11.0,wheat,sugarcane,0
Red,Rajasthan,Kolar,Rabi,16.4,317.0,57.1,Low,7.9,sugarcane,banana,0
Alluvial,Gujarat,Ludhiana,Kharif,35.7,1257.2,83.5,Medium,7.8,potato,mustard,0
Clayey,Rajasthan,Karnal,Kharif,32.6,1170.6,78.4,Medium,4.3,soybean,soybean,0
Loamy,Haryana,Rampur,Rabi,21.1,448.3,62.9,High,17.6,rose,soybean,0
Sandy,Haryana,Ludhiana,Rabi,20.3,155.4,60.7,Low,11.6,banana,rice,0
Clayey,Haryana,Karnal,Rabi,18.6,423.0,65.4,Medium,4.7,maize,maize,0
Loamy,Haryana,Karnal,Zaid,34.2,112.8,42.6,Low,10.2,wheat,tomato,0
Clayey,Karnataka,Lucknow,Kharif,27.3,799.7,83.8,Low,4.6,maize,sugarcane,0
Loamy,Madhya Pradesh,Rampur,Zaid,35.8,115.6,39.5,Medium,9.1,none,cotton,0
Loamy,Rajasthan,Lucknow,Zaid,39.5,75.1,42.5,Low,12.8,none,sugarcane,0
Alluvial,Rajasthan,Rampur,Zaid,35.8,101.6,59.9,High,0.5,rose,cotton,0
Black,Karnataka,Karnal,Kharif,33.5,1337.8,84.6,High,0.5,rose,soybean,1
Red,Maharashtra,Pune,Rabi,16.0,165.9,54.1,Medium,15.0,banana,banana,0
Clayey,Tamil Nadu,Coimbatore,Zaid,36.0,102.1,44.6,High,10.3,cotton,soybean,0
Loamy,Gujarat,Rampur,Kharif,20.0,746.8,76.8,Low,9.6,rose,potato,0
Clayey,Uttar Pradesh,Coimbatore,Zaid,35.4,0.0,45.2,Low,6.8,cotton,rice,0
Alluvial,Punjab,Rajkot,Zaid,38.2,108.8,59.1,Low,2.7,sugarcane,tomato,0
Loamy,Andhra Pradesh,Ludhiana,Rabi,21.8,238.3,67.2,High,0.5,wheat,sugarcane,0
Alluvial,Madhya Pradesh,Nilokheri,Zaid,37.9,93.8,39.1,Low,8.3,mustard,mustard,0
Red,Gujarat,Pune,Kharif,34.6,1096.2,79.4,Medium,14.3,none,tomato,1
Red,Gujarat,Lucknow,Zaid,34.7,72.1,53.1,Medium,4.0,banana,cotton,0
Loamy,Tamil Nadu,Jaipur,Zaid,36.0,134.1,51.9,Medium,13.9,soybean,sugarcane,0
Loamy,Maharashtra,Manchar,Rabi,17.1,218.1,50.1,Medium,3.3,tomato,sugarcane,0
Loamy,Uttar Pradesh,Kolar,Rabi,17.3,322.7,56.6,Medium,0.5,sugarcane,cotton,0
Clayey,Karnataka,Nilokheri,Rabi,15.8,368.7,52.7,High,3.5,banana,soybean,0
Alluvial,Rajasthan,Manchar,Rabi,18.7,354.3,58.7,Medium,10.4,sugarcane,banana,0
Alluvial,Gujarat,Lucknow,Rabi,18.4,64.8,54.5,High,9.0,cotton,tomato,1
Black,Tamil Nadu,Manchar,Kharif,31.6,791.6,72.1,High,9.0,wheat,cotton,1
Clayey,Uttar Pradesh,Kolar,Kharif,31.0,956.5,75.0,Medium,0.7,sugarcane,wheat,0
Red,Punjab,Jaipur,Rabi,22.1,304.2,47.0,High,7.9,none,mustard,1
Alluvial,Tamil Nadu,Rampur,Rabi,21.9,256.1,52.1,High,1.2,rose,cotton,0
Clayey,Rajasthan,Kolar,Kharif,24.2,653.7,83.0,High,7.1,potato,soybean,1
Loamy,Andhra Pradesh,Manchar,Kharif,33.0,933.9,83.7,High,1.6,none,potato,0
Black,Tamil Nadu,Coimbatore,Zaid,37.0,53.5,58.4,High,4.8,wheat,cotton,0
Black,Gujarat,Lucknow,Kharif,28.4,1407.1,82.9,High,3.0,soybean,potato,0
Black,Madhya Pradesh,Rajkot,Rabi,13.5,232.3,83.4,High,9.0,wheat,sugarcane,0
Black,Karnataka,Manchar,Kharif,27.9,1340.0,82.4,High,9.2,tomato,wheat,0
Loamy,Rajasthan,Ludhiana,Kharif,35.2,1034.3,78.4,Low,8.9,none,banana,0
Loamy,Gujarat,Lucknow,Kharif,31.4,778.9,81.1,High,9.3,none,sugarcane,0
Black,Gujarat,Rajkot,Kharif,28.9,1108.1,77.1,Low,4.2,rice,rose,1
Red,Gujarat,Rampur,Rabi,14.6,424.7,33.8,Medium,10.2,mustard,rose,1
Alluvial,Maharashtra,Kolar,Zaid,35.8,0.0,38.3,Medium,5.1,soybean,rose,0
Sandy,Rajasthan,Rajkot,Rabi,20.1,314.2,69.4,High,8.6,banana,soybean,0
Loamy,Karnataka,Nilokheri,Zaid,38.6,123.4,41.7,High,6.5,sugarcane,mustard,0
Clayey,Madhya Pradesh,Ludhiana,Zaid,34.2,37.4,34.9,Low,10.6,mustard,maize,0
Loamy,Karnataka,Lucknow,Rabi,15.8,321.4,49.7,Low,9.3,none,cotton,0
Clayey,Madhya Pradesh,Rajkot,Rabi,20.9,174.7,65.1,Low,8.3,rose,cotton,0
Alluvial,Karnataka,Rajkot,Zaid,36.3,35.8,35.8,High,5.3,rose,sugarcane,0
Red,Tamil Nadu,Rampur,Zaid,40.1,129.3,40.9,Medium,6.1,banana,wheat,0
Black,Madhya Pradesh,Rampur,Kharif,32.7,1338.1,84.5,Low,9.6,banana,tomato,1
Clayey,Andhra Pradesh,Manchar,Rabi,22.1,421.4,63.8,Low,1.5,rose,soybean,0
Loamy,Gujarat,Karnal,Zaid,36.7,42.5,47.8,Medium,10.3,tomato,wheat,0
Red,Madhya Pradesh,Kolar,Zaid,33.0,0.0,38.5,Low,14.2,mustard,potato,0
Alluvial,Punjab,Pune,Rabi,17.3,330.3,81.7,High,9.8,mustard,mustard,0
Loamy,Madhya Pradesh,Coimbatore,Zaid,34.8,100.9,34.5,Low,7.7,tomato,mustard,0
Black,Uttar Pradesh,Jaipur,Rabi,14.0,154.1,44.8,Medium,15.3,rice,maize,1
Red,Madhya Pradesh,Coimbatore,Kharif,36.6,1137.2,81.0,High,6.7,soybean,banana,1
Red,Haryana,Ludhiana,Kharif,27.2,1568.4,86.9,Low,4.4,potato,cotton,0
Clayey,Tamil Nadu,Pune,Kharif,29.8,994.9,77.8,High,12.7,potato,potato,0
Clayey,Gujarat,Nilokheri,Rabi,14.1,322.8,64.7,Medium,7.4,wheat,banana,0
Clayey,Gujarat,Manchar,Zaid,37.8,128.7,46.5,Medium,1.9,banana,potato,0
Sandy,Punjab,Rajkot,Zaid,35.3,0.0,44.3,Low,3.7,potato,potato,0
Sandy,Tamil Nadu,Kolar,Rabi,15.6,179.3,69.5,Low,4.7,rose,potato,0
Clayey,Punjab,Rampur,Rabi,20.5,42.9,43.8,High,6.6,tomato,tomato,0
Alluvial,Punjab,Nilokheri,Kharif,25.7,1243.4,73.0,Low,11.5,sugarcane,wheat,0
Clayey,Gujarat,Nilokheri,Zaid,37.6,129.6,56.1,High,0.5,potato,mustard,0
Clayey,Gujarat,Pune,Kharif,31.4,913.1,77.4,Low,10.2,wheat,maize,1
Clayey,Uttar Pradesh,Manchar,Kharif,24.8,1258.4,71.2,Low,10.0,rice,mustard,0
Alluvial,Haryana,Manchar,Kharif,30.4,1286.0,75.6,High,10.7,banana,tomato,1
Red,Tamil Nadu,Coimbatore,Zaid,36.2,63.0,33.2,Low,11.4,tomato,sugarcane,0
Loamy,Maharashtra,Coimbatore,Rabi,22.0,225.0,56.7,Medium,7.4,sugarcane,soybean,0
Loamy,Gujarat,Nilokheri,Rabi,18.8,0.0,54.2,Low,12.8,potato,banana,0
Sandy,Haryana,Jaipur,Rabi,23.4,143.3,53.9,High,7.5,banana,rose,0
Black,Rajasthan,Karnal,Rabi,17.4,255.5,70.0,Medium,4.8,none,rose,1
Loamy,Madhya Pradesh,Karnal,Kharif,26.0,1249.9,84.3,Medium,12.2,potato,sugarcane,1
Loamy,Uttar Pradesh,Coimbatore,Rabi,15.1,75.6,78.4,Low,10.8,maize,maize,0
Black,Gujarat,Rampur,Rabi,12.3,406.1,52.1,Low,11.3,tomato,potato,1
Red,Punjab,Nilokheri,Rabi,16.4,260.1,54.8,Medium,10.1,mustard,potato,1
Alluvial,Madhya Pradesh,Rajkot,Rabi,21.8,88.8,55.4,Low,8.6,maize,sugarcane,0
Red,Madhya Pradesh,Rampur,Zaid,35.1,91.9,32.0,High,7.1,sugarcane,maize,1
Sandy,Karnataka,Ludhiana,Zaid,36.6,99.5,36.1,Medium,2.7,soybean,potato,0
Red,Punjab,Coimbatore,Kharif,27.5,1535.5,78.8,Low,11.1,potato,tomato,1
Alluvial,Madhya Pradesh,Manchar,Zaid,38.2,224.1,59.2,Low,8.2,rose,mustard,0
Red,Maharashtra,Lucknow,Kharif,34.3,1349.0,85.1,Medium,15.1,wheat,potato,0
Clayey,Andhra Pradesh,Kolar,Kharif,28.7,1179.9,77.5,High,7.3,cotton,rice,1
Clayey,Punjab,Rajkot,Zaid,36.6,60.9,60.6,Medium,6.8,rice,tomato,1
Alluvial,Gujarat,Kolar,Rabi,18.5,58.6,57.7,Medium,5.7,banana,maize,1
Alluvial,Uttar Pradesh,Manchar,Kharif,32.1,811.3,87.2,High,3.4,sugarcane,mustard,0
Sandy,Rajasthan,Coimbatore,Zaid,36.1,62.2,24.2,Low,1.1,rice,rose,0
Alluvial,Tamil Nadu,Karnal,Kharif,34.1,1513.2,76.2,High,12.5,rice,potato,0
Black,Andhra Pradesh,Nilokheri,Rabi,16.1,230.6,49.3,Low,7.6,potato,potato,0
Clayey,Madhya Pradesh,Karnal,Zaid,36.7,109.9,37.2,Low,9.1,rose,tomato,0
Sandy,Haryana,Kolar,Zaid,35.3,72.6,37.9,Low,4.7,wheat,wheat,0
Black,Madhya Pradesh,Coimbatore,Zaid,36.1,90.5,45.9,Low,15.1,rose,mustard,1
Black,Madhya Pradesh,Kolar,Rabi,17.6,273.0,70.0,Low,7.0,tomato,tomato,0
Sandy,Rajasthan,Rajkot,Zaid,35.8,91.2,44.4,High,4.2,rice,tomato,0
Sandy,Karnataka,Jaipur,Kharif,25.6,1324.5,83.3,Low,11.0,rice,potato,0
Clayey,Haryana,Manchar,Rabi,18.5,321.3,67.7,Low,11.2,banana,banana,0
Clayey,Karnataka,Ludhiana,Rabi,15.4,211.1,49.0,Medium,7.9,rice,banana,0
Loamy,Andhra Pradesh,Rajkot,Zaid,35.5,148.9,26.2,Medium,6.9,soybean,sugarcane,0
Clayey,Rajasthan,Karnal,Rabi,18.5,15.5,72.4,High,6.0,soybean,tomato,1
Red,Maharashtra,Manchar,Kharif,28.8,1056.6,78.3,Low,13.8,cotton,soybean,0
Sandy,Punjab,Jaipur,Zaid,37.3,81.9,54.6,High,2.4,banana,mustard,0
Red,Gujarat,Rajkot,Kharif,23.8,1189.9,72.4,High,8.1,wheat,maize,1
Black,Maharashtra,Ludhiana,Zaid,35.6,160.5,41.3,Medium,4.7,tomato,rose,1
Black,Rajasthan,Nilokheri,Kharif,32.8,1084.8,80.0,Medium,12.7,sugarcane,potato,0
Sandy,Tamil Nadu,Pune,Zaid,38.9,112.0,42.6,Medium,9.5,maize,soybean,1
Clayey,Haryana,Karnal,Zaid,36.0,52.5,47.0,High,6.8,mustard,cotton,0
Loamy,Gujarat,Ludhiana,Rabi,16.3,240.5,69.0,Low,2.8,potato,rice,0
Clayey,Haryana,Pune,Kharif,27.8,976.4,64.0,High,8.2,soybean,mustard,0
Loamy,Haryana,Rampur,Kharif,29.6,1243.7,89.9,High,10.1,rose,cotton,1
Loamy,Gujarat,Nilokheri,Zaid,32.7,60.5,41.4,Low,4.9,wheat,wheat,0
Sandy,Karnataka,Manchar,Zaid,34.4,29.0,26.9,Low,11.5,sugarcane,banana,0
Black,Punjab,Coimbatore,Kharif,29.6,1098.6,77.5,High,12.7,rice,maize,1
Sandy,Andhra Pradesh,Coimbatore,Zaid,36.0,46.1,50.4,Low,5.5,none,soybean,0
Alluvial,Punjab,Manchar,Zaid,36.7,137.2,63.9,Medium,10.3,rose,rice,0
Clayey,Madhya Pradesh,Ludhiana,Rabi,18.5,329.5,74.0,Medium,0.5,tomato,potato,1
Alluvial,Maharashtra,Ludhiana,Kharif,26.8,653.3,81.7,Medium,4.4,tomato,soybean,1
Sandy,Haryana,Rampur,Kharif,27.9,1028.1,78.7,Medium,6.8,maize,mustard,0
Red,Haryana,Manchar,Rabi,20.5,211.5,57.3,High,2.6,maize,tomato,1
Red,Gujarat,Lucknow,Rabi,21.1,141.3,53.3,Low,8.9,potato,maize,0
Sandy,Punjab,Coimbatore,Kharif,27.7,1164.6,77.4,Low,6.7,rose,potato,0
Red,Punjab,Coimbatore,Kharif,36.9,1254.5,79.6,Low,0.5,sugarcane,maize,1
Clayey,Andhra Pradesh,Rampur,Kharif,27.4,861.4,74.6,Low,9.7,banana,rose,1
Sandy,Andhra Pradesh,Nilokheri,Kharif,33.1,1043.3,81.7,Medium,5.5,maize,cotton,1
Sandy,Haryana,Lucknow,Kharif,33.3,1133.8,90.4,Low,11.8,banana,rose,1
Red,Karnataka,Jaipur,Zaid,36.7,33.4,52.6,Medium,6.0,mustard,cotton,0
Black,Madhya Pradesh,Lucknow,Rabi,19.2,168.2,72.1,Medium,0.5,mustard,banana,0
Red,Karnataka,Rajkot,Kharif,28.5,704.0,85.1,High,3.3,mustard,maize,1
Red,Tamil Nadu,Karnal,Rabi,18.5,309.4,58.8,Medium,3.1,rose,mustard,1
Sandy,Andhra Pradesh,Ludhiana,Kharif,29.0,801.8,86.0,Low,13.9,mustard,cotton,0
Clayey,Tamil Nadu,Karnal,Kharif,26.8,1006.8,84.2,Medium,3.4,mustard,cotton,1
Red,Tamil Nadu,Coimbatore,Kharif,28.5,1098.3,82.7,High,12.5,maize,banana,1
Sandy,Tamil Nadu,Rampur,Zaid,38.9,29.7,33.2,Low,2.8,rose,mustard,0
Alluvial,Haryana,Coimbatore,Rabi,15.3,306.0,71.0,Medium,5.8,cotton,sugarcane,0
Loamy,Uttar Pradesh,Ludhiana,Kharif,30.0,1577.0,87.0,High,9.0,potato,sugarcane,1
Black,Haryana,Pune,Rabi,10.0,343.5,63.0,High,8.9,maize,cotton,0
Sandy,Maharashtra,Kolar,Zaid,37.5,30.6,48.6,Medium,4.5,tomato,tomato,0
Loamy,Madhya Pradesh,Manchar,Rabi,17.0,173.4,70.7,Low,9.8,mustard,rice,0
Alluvial,Karnataka,Ludhiana,Rabi,18.9,245.8,75.9,High,1.0,tomato,rose,1
Loamy,Gujarat,Kolar,Kharif,31.9,1278.1,90.7,High,4.8,wheat,rice,1
Sandy,Tamil Nadu,Ludhiana,Rabi,14.8,450.3,50.5,Low,6.7,banana,wheat,1
Black,Gujarat,Pune,Kharif,28.0,1020.8,79.2,Low,14.3,none,rice,1
Alluvial,Maharashtra,Manchar,Rabi,15.0,262.2,71.8,Medium,12.8,none,wheat,1
Sandy,Haryana,Lucknow,Kharif,34.7,1021.2,80.4,Low,8.3,sugarcane,soybean,0
Loamy,Gujarat,Nilokheri,Zaid,35.8,142.1,28.4,Medium,9.0,sugarcane,banana,0
Black,Uttar Pradesh,Ludhiana,Kharif,26.5,518.1,69.7,High,11.1,rice,mustard,0
Black,Gujarat,Karnal,Kharif,28.1,1222.0,77.7,Medium,5.9,banana,banana,0
Loamy,Madhya Pradesh,Karnal,Zaid,37.1,76.6,46.0,High,1.7,rose,tomato,1
Loamy,Andhra Pradesh,Coimbatore,Kharif,27.5,929.5,83.0,Medium,12.8,cotton,mustard,0
Clayey,Madhya Pradesh,Manchar,Rabi,25.0,399.3,66.6,High,10.9,rose,potato,1
Clayey,Rajasthan,Lucknow,Rabi,16.4,451.3,62.0,High,5.9,mustard,wheat,1
Sandy,Madhya Pradesh,Rampur,Zaid,33.9,71.3,33.7,High,4.0,wheat,sugarcane,0
Black,Karnataka,Lucknow,Rabi,23.0,347.2,62.2,Low,6.8,cotton,cotton,0
Black,Karnataka,Karnal,Kharif,26.6,873.0,73.5,Medium,9.4,soybean,rose,1
Black,Madhya Pradesh,Ludhiana,Rabi,19.6,101.1,66.0,High,8.0,wheat,maize,1
Black,Madhya Pradesh,Rampur,Kharif,26.9,1219.8,82.0,Low,3.3,sugarcane,cotton,0
Sandy,Rajasthan,Coimbatore,Rabi,20.9,333.5,83.4,Medium,7.3,mustard,mustard,0
Red,Maharashtra,Rampur,Zaid,35.4,49.6,42.9,Medium,9.0,maize,potato,0
Red,Rajasthan,Karnal,Zaid,33.7,88.8,26.1,Low,8.1,cotton,tomato,0
Sandy,Gujarat,Karnal,Zaid,34.9,91.6,32.2,High,4.0,none,mustard,0
Red,Gujarat,Karnal,Rabi,17.6,315.1,77.6,Low,2.5,cotton,mustard,1
Loamy,Punjab,Jaipur,Rabi,14.2,112.5,61.5,Low,0.5,rice,maize,0
Sandy,Gujarat,Ludhiana,Zaid,37.1,98.0,48.2,High,9.1,tomato,mustard,0
Sandy,Karnataka,Pune,Zaid,35.9,100.6,38.4,Low,14.1,mustard,maize,0
Clayey,Uttar Pradesh,Lucknow,Kharif,28.5,816.2,74.9,High,4.5,rice,banana,1
Clayey,Haryana,Karnal,Zaid,36.4,97.6,23.6,Medium,10.6,wheat,wheat,0
Sandy,Andhra Pradesh,Jaipur,Kharif,24.6,1119.9,75.1,Low,7.4,mustard,banana,0
Alluvial,Punjab,Ludhiana,Zaid,37.0,130.6,43.6,High,6.7,rose,maize,1
Sandy,Andhra Pradesh,Manchar,Rabi,15.1,323.5,49.4,Medium,8.1,none,soybean,0
Red,Tamil Nadu,Nilokheri,Kharif,31.9,595.0,83.1,Low,3.4,soybean,soybean,0
Clayey,Madhya Pradesh,Coimbatore,Kharif,26.9,994.9,75.9,Low,12.0,cotton,rice,0
Red,Maharashtra,Jaipur,Zaid,38.4,69.9,42.1,Medium,5.2,wheat,sugarcane,0
Black,Madhya Pradesh,Pune,Rabi,18.3,330.6,62.0,Medium,11.2,banana,tomato,1
Black,Gujarat,Karnal,Kharif,23.1,1446.0,79.2,High,6.2,cotton,wheat,0
Sandy,Uttar Pradesh,Rampur,Kharif,33.4,1143.7,78.5,Medium,3.5,tomato,maize,1
Loamy,Haryana,Lucknow,Zaid,33.8,115.3,52.3,Low,8.1,soybean,wheat,0
Red,Rajasthan,Lucknow,Rabi,14.3,375.7,60.4,Medium,15.0,none,sugarcane,0
Clayey,Punjab,Rajkot,Rabi,17.0,334.0,43.4,Medium,6.9,mustard,potato,1
Alluvial,Rajasthan,Coimbatore,Zaid,37.9,44.7,47.8,High,8.2,cotton,soybean,0
Alluvial,Maharashtra,Nilokheri,Zaid,38.6,38.6,43.5,Low,1.6,cotton,rice,0
Black,Madhya Pradesh,Coimbatore,Zaid,34.5,112.8,40.9,High,3.5,sugarcane,soybean,0
Clayey,Maharashtra,Coimbatore,Rabi,22.7,483.1,46.6,Low,14.9,wheat,banana,0
Alluvial,Uttar Pradesh,Kolar,Zaid,36.3,77.8,28.5,Low,6.5,mustard,banana,0
Alluvial,Tamil Nadu,Coimbatore,Zaid,33.5,47.1,47.9,Medium,5.1,tomato,maize,1
Black,Haryana,Pune,Kharif,29.4,1619.5,77.1,Medium,5.9,rose,maize,1
Sandy,Madhya Pradesh,Lucknow,Zaid,36.9,94.1,46.5,Low,9.7,rice,rice,0
Loamy,Uttar Pradesh,Coimbatore,Rabi,20.6,272.5,62.7,High,8.2,cotton,maize,1
Alluvial,Tamil Nadu,Rajkot,Rabi,17.6,243.9,50.9,Low,9.0,rose,rice,0
Loamy,Punjab,Lucknow,Zaid,36.8,70.7,46.8,Low,7.8,none,wheat,0
Sandy,Madhya Pradesh,Karnal,Kharif,28.3,1044.7,81.6,Low,8.7,mustard,potato,0
Sandy,Madhya Pradesh,Nilokheri,Zaid,38.0,103.9,37.9,Medium,8.1,banana,maize,0
Red,Gujarat,Jaipur,Zaid,40.0,107.8,42.8,High,8.1,rice,wheat,0
Clayey,Gujarat,Coimbatore,Rabi,13.8,338.0,54.8,Low,6.3,sugarcane,cotton,0
Clayey,Tamil Nadu,Rampur,Rabi,11.3,140.8,59.7,Medium,8.5,sugarcane,potato,1
Sandy,Madhya Pradesh,Coimbatore,Kharif,34.7,1484.2,83.8,High,5.8,maize,rice,1
Red,Haryana,Manchar,Rabi,17.6,181.6,49.6,High,4.3,soybean,tomato,1
Loamy,Madhya Pradesh,Lucknow,Kharif,26.1,577.0,86.8,Medium,13.5,sugarcane,cotton,1
Red,Andhra Pradesh,Ludhiana,Zaid,38.5,35.4,50.0,Medium,1.7,mustard,rice,0
Alluvial,Punjab,Karnal,Kharif,28.4,1100.8,83.1,High,3.8,wheat,banana,1
Sandy,Madhya Pradesh,Ludhiana,Rabi,21.4,227.3,76.8,Medium,8.4,cotton,wheat,1
Sandy,Rajasthan,Manchar,Kharif,25.5,1227.6,77.9,High,9.4,maize,banana,1
Alluvial,Punjab,Rampur,Rabi,16.5,205.3,57.3,High,6.9,mustard,maize,1
Loamy,Andhra Pradesh,Ludhiana,Rabi,19.3,242.6,40.3,Low,9.4,rose,banana,0
Alluvial,Karnataka,Jaipur,Kharif,28.3,987.4,77.6,Low,6.1,rose,tomato,1
Red,Andhra Pradesh,Coimbatore,Rabi,18.0,39.9,61.3,Low,10.6,wheat,mustard,1
Alluvial,Andhra Pradesh,Nilokheri,Rabi,17.1,130.8,79.3,High,4.5,tomato,cotton,0
Clayey,Maharashtra,Coimbatore,Rabi,17.4,54.9,64.1,High,4.7,rose,cotton,0
